CustID,AgentBonus,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,Zone,PaymentMethod,LastMonthCalls,CustCareScore
7000215,1894,2,6,Agent,Salaried,Graduate,Male,4,Exe,5,Divorced,17218,0,5,,North,Yearly,2,4
7000216,8549,51,9,Third Party Partner,Salaried,Graduate,Male,3,VP,3,Married,34197,1,,897671,West,Half Yearly,6,3
7000217,6207,19,6,Third Party Partner,Salaried,Graduate,Female,2,AVP,5,Divorced,28212,0,4,757210,West,Quarterly,7,3
7000218,2589,13,8,Agent,Laarge Business,Engineer,Female,3,Manager,3,Single,21577,0,2,396154,West,Half Yearly,4,2
7000219,4211,8,25,Agent,Small Business,Diploma,Male,2,Senior Manager,5,Divorced,23392,0,1,774743,West,Quarterly,7,3
7000220,2151,4,2,Agent,Small Business,UG,Male,3,Manager,5,Married,19558,0,1,417368,North,Half Yearly,8,2
7000221,2474,10,2,Agent,Small Business,UG,Male,3,Executive,5,Divorced,19031,0,1,279565,North,Half Yearly,2,5
7000222,3445,7,21,Agent,Small Business,Under Graduate,Male,4,Senior Manager,3,Divorced,22969,1,1,623608,West,Yearly,4,2
7000223,3001,,3,Agent,Salaried,Graduate,Male,3,Executive,2,Divorced,17654,0,1,429169,North,Half Yearly,2,5
7000224,5995,18,12,Agent,Salaried,Graduate,Female,3,AVP,2,Divorced,,0,9,875336,East,Half Yearly,4,5
7000225,2933,15,3,Third Party Partner,Salaried,Graduate,Fe male,3,Manager,3,Married,19556,0,1,299207,North,Half Yearly,2,3
7000226,4851,24,19,Agent,Salaried,Graduate,Female,5,Manager,2,Single,21091,0,3,868316,West,Yearly,2,2
7000227,6568,20,20,Agent,Salaried,Graduate,Female,3,VP,5,Divorced,34566,0,,873483,West,Half Yearly,10,5
7000228,3368,17,20,Agent,Small Business,Under Graduate,Fe male,3,Manager,3,Married,19810,0,5,380550,West,Half Yearly,8,5
7000229,4100,25,25,Third Party Partner,Laarge Business,Engineer,Fe male,4,Manager,2,Divorced,19523,0,2,516579,West,Yearly,4,3
7000230,3276,7,,Agent,Large Business,Engineer,Fe male,3,Executive,4,Single,18202,1,2,507836,North,Half Yearly,4,4
7000231,3123,,12,Third Party Partner,Small Business,Diploma,Female,5,Executive,3,Married,17351,0,9,324811,West,Yearly,0,4
7000232,3006,12,6,Third Party Partner,Salaried,Graduate,Male,3,Executive,2,Divorced,16702,1,3,,West,Half Yearly,0,
7000233,4956,30,15,Agent,Salaried,Graduate,Female,3,VP,3,Divorced,33041,0,,926800,North,Half Yearly,12,3
7000234,2862,11,,Agent,Salaried,Graduate,Fe male,3,Executive,2,Married,17886,0,2,475052,West,Half Yearly,2,3
7000235,2736,14,16,Online,Salaried,Graduate,Male,3,Exe,2,Divorced,17097,0,2,,West,Half Yearly,4,3
7000236,4310,26,26,Agent,Small Business,Under Graduate,Male,4,Senior Manager,3,Divorced,26935,0,4,797276,North,Yearly,7,2
7000237,3685,,15,Agent,Large Business,Engineer,Female,4,Executive,4,Divorced,17546,0,3,368466,North,Yearly,1,3
7000238,3688,,11,Agent,Large Business,Engineer,Male,4,Executive,2,Unmarried,17564,0,2,619658,West,Yearly,0,3
7000239,5853,23,29,Online,Salaried,Post Graduate,Female,3,Senior Manager,5,Divorced,23412,0,1,936480,North,Half Yearly,8,2
7000240,7280,22,44,Agent,Small Business,Diploma,Male,4,AVP,2,Married,,0,3,793466,West,Yearly,0,3
7000241,5448,5,16,Agent,Salaried,Graduate,Male,4,AVP,3,Divorced,,0,3,811725,West,Yearly,7,5
7000242,2108,,4,Online,Small Business,UG,Fe male,3,Executive,2,Unmarried,17564,0,3,223414,West,Half Yearly,7,4
7000243,5053,25,10,Third Party Partner,Small Business,Diploma,Female,4,Senior Manager,5,Divorced,25266,0,6,717554,North,Yearly,11,2
7000244,3412,20,17,Agent,Small Business,Under Graduate,Female,3,Manager,2,Married,20070,0,7,614142,North,Half Yearly,4,2
7000245,3615,7,7,Agent,Salaried,Graduate,Male,3,AVP,3,Divorced,32861,0,,571124,West,Half Yearly,1,5
7000246,2692,5,13,Agent,Salaried,Graduate,Male,5,Executive,3,Single,19230,0,2,387677,West,Yearly,3,4
7000247,3568,18,21,Agent,Salaried,Graduate,Fe male,3,Manager,3,Single,18780,0,3,538798,West,Half Yearly,0,2
7000248,1954,,12,Agent,Salaried,Graduate,Male,4,Executive,3,Married,17768,0,1,363533,North,Yearly,7,5
7000249,4814,10,19,Agent,Small Business,Diploma,Female,4,Senior Manager,2,Divorced,24071,1,5,544005,North,Yearly,2,2
7000250,4360,26,17,Agent,Salaried,Graduate,Male,3,Senior Manager,4,Married,25648,0,2,436016,West,Half Yearly,8,3
7000251,4578,5,23,Agent,Small Business,Under Graduate,Male,3,Senior Manager,3,Divorced,28610,1,2,856011,West,Half Yearly,7,5
7000252,4602,14,,Agent,Small Business,UG,Male,5,Executive,2,Married,18408,0,2,920400,West,Yearly,3,5
7000253,2158,2,,Agent,Small Business,Diploma,Male,3,Executive,4,Single,17983,0,1,347432,West,Half Yearly,2,2
7000254,5432,27,16,Agent,Salaried,Graduate,Male,3,Senior Manager,3,Divorced,22632,1,2,1032019,North,Half Yearly,0,2
7000255,2731,5,14,Third Party Partner,Salaried,Graduate,Male,3,Senior Manager,3,Divorced,24824,0,3,483323,North,Half Yearly,0,3
7000256,2745,8,3,Third Party Partner,Salaried,MBA,Female,3,Senior Manager,5,Married,24950,1,2,510477,West,Half Yearly,2,3
7000257,4273,4,17,Third Party Partner,Salaried,Post Graduate,Male,3,Exe,3,Divorced,17093,0,2,,North,Half Yearly,0,3
7000258,5496,11,5,Online,Small Business,Under Graduate,Male,3,Senior Manager,2,Single,24980,0,2,835331,West,Half Yearly,7,2
7000259,4157,8,21,Third Party Partner,Laarge Business,Engineer,Male,4,Executive,3,Single,18894,0,1,827179,West,Yearly,2,5
7000260,3810,19,19,Agent,Small Business,Diploma,Fe male,3,Manager,2,Divorced,19051,0,2,590581,West,Half Yearly,7,5
7000261,5412,5,32,Agent,Salaried,Graduate,Female,3,AVP,4,Single,,0,9,746849,West,Half Yearly,7,2
7000262,3185,16,3,Online,Salaried,Graduate,Male,3,Manager,2,Single,21230,0,2,557288,West,Half Yearly,10,2
7000263,3549,7,7,Agent,Small Business,Diploma,Male,3,Manager,3,Divorced,19717,0,9,379749,West,Half Yearly,9,3
7000264,4800,29,5,Agent,Salaried,Graduate,Female,3,AVP,3,Single,28237,0,1,624038,North,Half Yearly,13,5
7000265,2251,7,11,Third Party Partner,Salaried,Graduate,Fe male,3,Executive,3,Divorced,18755,0,1,402857,West,Half Yearly,7,2
7000266,3885,19,4,Agent,Salaried,Graduate,Male,3,Manager,2,Single,21582,1,3,388476,North,Half Yearly,5,5
7000267,2913,12,9,Agent,Small Business,Under Graduate,Male,3,Senior Manager,5,Divorced,22406,1,5,311667,West,Half Yearly,8,2
7000268,3763,8,19,Agent,Salaried,Post Graduate,Male,3,Manager,4,Divorced,19805,0,1,492946,North,Half Yearly,7,5
7000269,3903,,20,Third Party Partner,Salaried,Graduate,Fe male,3,Executive,3,Married,17741,1,8,597162,West,Half Yearly,0,5
7000270,3660,18,15,Agent,Laarge Business,Engineer,Male,3,Manager,2,Married,19262,0,7,409895,West,Half Yearly,2,5
7000271,7796,16,39,Agent,Small Business,Under Graduate,Female,2,AVP,3,Married,,0,23,1372096,North,Quarterly,5,2
7000272,6374,25,25,Agent,Salaried,Graduate,Male,4,Senior Manager,2,Married,26557,0,1,898689,West,Yearly,1,3
7000273,4051,16,16,Third Party Partner,Small Business,Diploma,Male,3,Executive,4,Unmarried,16878,1,1,,North,Half Yearly,0,
7000274,3630,18,15,Online,Salaried,Post Graduate,Male,5,Senior Manager,5,Married,25932,0,9,602660,West,Yearly,1,5
7000275,3926,12,24,Online,Salaried,Post Graduate,Female,4,Manager,3,Single,21811,1,5,663491,North,Yearly,7,2
7000276,3475,10,10,Agent,Small Business,UG,Male,3,Manager,3,Married,19306,0,2,423960,West,Half Yearly,0,5
7000277,2582,10,3,Agent,Small Business,Under Graduate,Fe male,3,Manager,3,Single,19859,0,8,487936,North,Half Yearly,3,4
7000278,2237,13,11,Agent,Salaried,Graduate,Male,2,Manager,2,Single,20337,0,2,366879,North,Quarterly,7,3
7000279,3121,,16,Agent,Large Business,Engineer,Male,5,Executive,2,Unmarried,17340,1,2,390150,North,Yearly,0,3
7000280,2699,13,5,Agent,Large Business,Engineer,Female,3,Senior Manager,2,Single,22491,0,4,450720,West,Half Yearly,2,5
7000281,4595,18,14,Third Party Partner,Small Business,Under Graduate,Female,3,Senior Manager,3,Divorced,25527,0,6,785721,West,Half Yearly,2,3
7000282,3160,6,16,Agent,Salaried,Graduate,Female,3,AVP,5,Divorced,,0,4,470766,North,Half Yearly,8,5
7000283,4052,12,12,Online,Small Business,Under Graduate,Male,3,Senior Manager,4,Married,23834,0,1,660440,North,Half Yearly,7,2
7000284,4938,10,30,Agent,Laarge Business,Engineer,Male,3,Manager,5,Married,20577,1,8,523479,North,Half Yearly,9,4
7000285,3350,13,10,Online,Salaried,Post Graduate,Male,2,Manager,3,Divorced,19707,0,5,345070,West,Quarterly,2,3
7000286,2784,,17,Third Party Partner,Small Business,Under Graduate,Male,3,Executive,2,Divorced,17400,0,1,373056,West,Half Yearly,1,4
7000287,3475,14,7,Agent,Small Business,Under Graduate,Female,3,Manager,3,Divorced,24824,0,3,364913,North,Half Yearly,0,3
7000288,4504,18,5,Agent,Salaried,Graduate,Female,3,Manager,4,Divorced,21447,0,7,761154,North,Half Yearly,3,2
7000289,7935,40,8,Agent,Salaried,Graduate,Male,4,VP,3,Married,34502,1,,936384,West,Yearly,9,3
7000290,3368,,13,Agent,Small Business,UG,Male,2,Executive,2,Divorced,17725,1,1,660079,West,Quarterly,4,4
7000291,3404,20,14,Agent,Small Business,Diploma,Male,3,Manager,4,Divorced,21272,0,6,653476,North,Half Yearly,4,3
7000292,2569,8,13,Agent,Salaried,Post Graduate,Male,4,Exe,4,Divorced,17127,0,1,,North,Yearly,0,3
7000293,3320,3,7,Third Party Partner,Small Business,Under Graduate,Male,3,VP,4,Divorced,33200,0,,574360,West,Half Yearly,7,2
7000294,3761,15,8,Agent,Small Business,Under Graduate,Male,3,Exe,3,Divorced,17096,0,8,,West,Half Yearly,6,3
7000295,3935,16,,Third Party Partner,Salaried,Graduate,Fe male,3,Executive,3,Divorced,17886,1,8,609913,West,Half Yearly,2,4
7000296,3066,12,3,Third Party Partner,Salaried,Graduate,Male,4,Exe,5,Divorced,17033,0,2,,North,Yearly,0,
7000297,4283,17,17,Agent,Salaried,Graduate,Male,4,Executive,2,Divorced,18622,1,13,543949,West,Yearly,3,2
7000298,3270,13,16,Agent,Small Business,UG,Male,3,Manager,5,Married,19233,0,1,336770,West,Half Yearly,2,2
7000299,4670,9,19,Agent,Salaried,Post Graduate,Male,4,Manager,2,Single,18681,0,1,574441,West,Yearly,2,2
7000300,3478,17,21,Agent,Small Business,Under Graduate,Male,2,Manager,2,Married,20460,0,1,573903,North,Quarterly,7,5
7000301,4297,13,21,Agent,Small Business,Under Graduate,Female,4,Exe,3,Married,17187,0,2,,North,Yearly,3,2
7000302,2952,3,3,Agent,Small Business,Diploma,Male,3,Manager,3,Divorced,24602,1,5,560926,North,Half Yearly,0,3
7000303,2675,5,,Agent,Salaried,Graduate,Fe male,4,Executive,4,Unmarried,17836,0,2,313022,West,Yearly,0,4
7000304,4009,4,16,Agent,Salaried,Graduate,Fe male,3,Manager,2,Divorced,19089,0,1,400869,West,Half Yearly,2,2
7000305,3795,11,19,Agent,Salaried,Post Graduate,Male,4,AVP,2,Married,,1,1,508562,West,Yearly,0,3
7000306,3700,,11,Agent,Salaried,Graduate,Fe male,3,Executive,5,Unmarried,17619,0,11,736298,West,Half Yearly,0,2
7000307,3722,11,22,Third Party Partner,Small Business,Under Graduate,Male,3,Manager,3,Married,20679,1,1,528555,North,Half Yearly,7,3
7000308,7601,46,46,Agent,Salaried,Graduate,Female,4,AVP,5,Divorced,,0,6,760050,West,Yearly,2,4
7000309,2308,9,7,Agent,Salaried,Graduate,Female,4,Manager,3,Single,20985,0,3,260844,West,Yearly,2,5
7000310,4219,,8,Agent,Large Business,Engineer,Fe male,3,Executive,3,Married,17579,1,2,729880,West,Half Yearly,6,5
7000311,4330,17,,Agent,Small Business,Diploma,Male,3,Executive,5,Married,18041,0,2,549890,West,Half Yearly,2,5
7000312,3320,10,,Agent,Laarge Business,Engineer,Male,3,Executive,3,Single,18447,0,1,332046,West,Half Yearly,2,2
7000313,3451,7,7,Agent,Salaried,Post Graduate,Male,3,VP,2,Divorced,34513,1,,635039,West,Half Yearly,1,2
7000314,1777,,4,Agent,Small Business,UG,Male,3,Executive,3,Divorced,17773,0,2,188394,North,Half Yearly,2,2
7000315,5526,6,6,Agent,Small Business,Diploma,Male,3,Manager,3,Married,22104,0,8,1044414,West,Half Yearly,2,2
7000316,5331,11,21,Agent,Salaried,Graduate,Female,3,Manager,2,Divorced,21322,1,2,772923,North,Half Yearly,5,5
7000317,4271,17,4,Third Party Partner,Small Business,Under Graduate,Female,3,Exe,3,Married,17083,0,2,,North,Half Yearly,0,3
7000318,2806,3,14,Agent,Small Business,Under Graduate,Female,3,Manager,5,Single,23381,0,1,451721,West,Half Yearly,10,2
7000319,4069,,20,Agent,Salaried,Graduate,Male,3,Executive,2,Divorced,17691,0,5,545237,West,Half Yearly,8,3
7000320,2121,4,13,Third Party Partner,Salaried,Graduate,Fe male,3,Manager,5,Divorced,19286,0,5,324583,North,Half Yearly,0,2
7000321,2825,,3,Agent,Salaried,Graduate,Fe male,3,Executive,2,Divorced,17659,1,1,302322,North,Half Yearly,2,2
7000322,6109,37,12,Agent,Salaried,Post Graduate,Male,3,Senior Manager,3,Divorced,24434,0,11,946818,West,Half Yearly,8,2
7000323,4318,17,26,Agent,Small Business,Under Graduate,Female,3,Manager,3,Divorced,20561,0,10,742663,North,Half Yearly,2,2
7000324,3896,4,4,Agent,Salaried,Graduate,Male,5,Manager,2,Single,21646,0,8,650679,West,Yearly,8,5
7000325,4545,23,9,Third Party Partner,Salaried,Graduate,Male,3,Manager,2,Married,22725,0,5,577215,East,Half Yearly,7,5
7000326,5917,6,36,Agent,Small Business,Under Graduate,Male,3,Senior Manager,4,Divorced,25725,0,4,863846,West,Half Yearly,1,3
7000327,4292,9,4,Agent,Small Business,Under Graduate,Male,4,Manager,4,Married,23847,1,3,858492,West,Yearly,2,4
7000328,3579,21,7,Agent,Small Business,Under Graduate,Male,4,Exe,2,Unmarried,17045,0,1,,West,Yearly,1,
7000329,2241,11,4,Agent,Small Business,Under Graduate,Male,3,Executive,3,Single,16009,1,6,280158,West,Half Yearly,1,5
7000330,3119,6,,Third Party Partner,Salaried,Graduate,Male,3,Executive,5,Single,18348,1,5,570806,North,Half Yearly,7,5
7000331,2442,10,12,Online,Salaried,Graduate,Male,4,Executive,3,Divorced,16281,0,2,317480,West,Yearly,0,2
7000332,3920,20,,Agent,Small Business,UG,Male,2,Executive,5,Divorced,17819,0,9,544905,West,Quarterly,2,4
7000333,2382,7,14,Agent,Salaried,Graduate,Male,2,Manager,4,Divorced,19851,0,2,266797,West,Quarterly,2,4
7000334,3235,6,13,Agent,Small Business,Diploma,Fe male,4,Manager,2,Single,19028,0,4,336415,West,Yearly,5,2
7000335,2835,,14,Third Party Partner,Salaried,Graduate,Male,5,Executive,2,Married,17720,0,7,530182,North,Yearly,8,2
7000336,3006,9,18,Agent,Small Business,Diploma,Male,2,Manager,4,Divorced,23120,0,2,498930,West,Quarterly,2,3
7000337,2947,15,3,Third Party Partner,Small Business,UG,Fe male,2,Manager,2,Married,19647,1,1,294705,North,Quarterly,4,2
7000338,2362,5,7,Agent,Salaried,Graduate,Male,2,Executive,2,Single,19680,0,1,375494,North,Quarterly,0,4
7000339,2369,9,,Agent,Small Business,UG,Male,2,Executive,3,Divorced,18221,1,3,286616,North,Quarterly,8,2
7000340,5433,22,27,Agent,Small Business,Under Graduate,Female,4,Senior Manager,4,Single,23621,0,2,912715,West,Yearly,7,2
7000341,3720,19,11,Agent,Salaried,Graduate,Fe male,3,Manager,3,Single,19577,0,3,710449,North,Half Yearly,0,2
7000342,4302,22,4,Agent,Laarge Business,Engineer,Fe male,4,Manager,3,Single,19553,0,6,486088,North,Yearly,10,2
7000343,3875,19,19,Agent,Small Business,Diploma,Male,3,Manager,2,Single,20396,0,8,585161,West,Half Yearly,8,4
7000344,4359,9,13,Third Party Partner,Laarge Business,Engineer,Male,3,Manager,3,Divorced,21796,1,8,754142,West,Half Yearly,3,5
7000345,2941,12,6,Agent,Salaried,Graduate,Female,2,Manager,2,Single,22625,0,4,373539,West,Quarterly,8,2
7000346,3810,8,19,Agent,Salaried,Graduate,Female,3,Senior Manager,5,Divorced,22412,0,3,735338,North,Half Yearly,7,4
7000347,4185,8,8,Agent,Salaried,Graduate,Female,3,Senior Manager,2,Single,26159,0,10,506438,West,Half Yearly,7,2
7000348,2794,14,6,Agent,Small Business,Diploma,Male,3,Manager,5,Single,19960,0,5,318562,West,Half Yearly,7,2
7000349,4331,4,13,Third Party Partner,Salaried,Graduate,Male,4,Senior Manager,5,Divorced,25475,1,3,606305,West,Yearly,12,5
7000350,5367,5,5,Agent,Salaried,Graduate,Male,2,AVP,3,Divorced,,0,2,745946,West,Quarterly,3,2
7000351,3414,17,7,Agent,Salaried,MBA,Male,4,VP,2,Married,34141,0,,617952,North,Yearly,6,2
7000352,4693,14,5,Agent,Small Business,Diploma,Male,3,Manager,5,Single,20405,0,12,764983,West,Half Yearly,2,4
7000353,5710,6,34,Third Party Partner,Salaried,Graduate,Male,3,Senior Manager,5,Married,23793,0,1,696659,West,Half Yearly,7,3
7000354,6154,6,31,Agent,Salaried,MBA,Male,4,VP,3,Divorced,34189,0,,1212342,West,Yearly,10,2
7000355,3020,18,18,Agent,Small Business,Diploma,Male,3,Executive,4,Divorced,18875,0,9,305020,West,Half Yearly,2,2
7000356,3443,14,17,Agent,Salaried,Graduate,Female,5,Exe,4,Unmarried,17216,1,4,,North,Yearly,7,2
7000357,6144,31,6,Online,Salaried,Graduate,Female,2,Senior Manager,5,Divorced,26713,0,2,767999,North,Quarterly,5,3
7000358,2515,10,3,Agent,Salaried,Graduate,Female,3,Senior Manager,3,Single,22861,1,1,372177,West,Half Yearly,0,2
7000359,1871,9,9,Online,Small Business,UG,Male,5,Executive,3,Single,18708,0,2,254429,West,Yearly,4,3
7000360,6042,18,12,Third Party Partner,Small Business,Under Graduate,Female,3,AVP,3,Married,28770,1,12,966672,West,Half Yearly,13,5
7000361,2233,11,7,Agent,Small Business,Diploma,Male,3,Manager,2,Married,20304,0,1,247912,West,Half Yearly,7,3
7000362,3528,,14,Agent,Salaried,Graduate,Male,3,Executive,3,Unmarried,17642,0,2,680981,West,Half Yearly,0,4
7000363,3374,,17,Third Party Partner,Small Business,UG,Male,2,Executive,3,Married,17759,1,3,536499,West,Quarterly,2,3
7000364,2835,11,3,Third Party Partner,Salaried,Graduate,Male,4,Manager,2,Divorced,21804,0,1,515883,West,Yearly,2,5
7000365,4440,13,18,Agent,Small Business,Under Graduate,Female,3,Manager,3,Single,21142,0,2,608255,North,Half Yearly,3,4
7000366,1925,,2,Agent,Small Business,Under Graduate,Male,3,Executive,5,Divorced,17500,0,6,215600,West,Half Yearly,2,3
7000367,2567,13,15,Agent,Salaried,MBA,Female,2,Manager,4,Divorced,21389,0,1,479969,West,Quarterly,6,2
7000368,2610,16,5,Agent,Small Business,Under Graduate,Male,3,AVP,2,Divorced,26103,0,1,422869,West,Half Yearly,1,4
7000369,2081,,10,Agent,Small Business,Under Graduate,Female,4,Executive,2,Unmarried,17342,1,1,289265,West,Yearly,3,3
7000370,3926,12,8,Agent,Small Business,Under Graduate,Female,4,Manager,5,Single,21811,0,6,632083,West,Yearly,7,3
7000371,2076,2,4,Agent,Small Business,Diploma,Male,3,Executive,4,Married,17297,0,1,244926,West,Half Yearly,2,2
7000372,1920,,6,Agent,Salaried,Graduate,Male,3,Manager,2,Unmarried,17450,0,3,255294,West,Half Yearly,2,5
7000373,4019,8,4,Online,Salaried,Graduate,Female,3,Manager,5,Married,20093,0,6,703255,North,Half Yearly,0,4
7000374,4671,14,28,Third Party Partner,Salaried,Graduate,Male,3,Manager,2,Divorced,20309,0,9,836122,North,Half Yearly,7,4
7000375,2347,12,,Agent,Small Business,UG,Male,3,Executive,3,Divorced,18057,1,1,469482,North,Half Yearly,1,4
7000376,4628,19,5,Agent,Salaried,Graduate,Female,3,Manager,5,Married,20121,0,2,495178,West,Half Yearly,0,5
7000377,3504,21,14,Agent,Small Business,Diploma,Male,4,AVP,5,Divorced,,0,7,539641,West,Yearly,16,5
7000378,3537,,18,Agent,Salaried,Post Graduate,Male,3,Executive,2,Unmarried,17686,1,2,597787,North,Half Yearly,8,3
7000379,2118,2,8,Agent,Small Business,Under Graduate,Female,3,Manager,2,Single,21180,0,1,353706,West,Half Yearly,4,4
7000380,3677,15,15,Agent,Laarge Business,Engineer,Male,5,Manager,3,Single,21632,0,3,603100,West,Yearly,1,5
7000381,2961,12,,Agent,Small Business,UG,Male,2,Executive,3,Single,18505,0,2,304962,North,Quarterly,2,2
7000382,2354,14,14,Third Party Partner,Salaried,Graduate,Female,1,Manager,3,Single,21397,1,2,421307,North,Monthly,3,4
7000383,4893,24,24,Agent,Salaried,Post Graduate,Male,3,Manager,2,Single,21274,0,3,870958,West,Half Yearly,4,5
7000384,5926,6,12,Agent,Small Business,Under Graduate,Male,3,VP,5,Divorced,34859,1,,912609,North,Half Yearly,4,2
7000385,2485,12,10,Online,Salaried,Graduate,Male,4,Senior Manager,5,Single,22587,0,4,385108,North,Yearly,9,2
7000386,3466,10,10,Online,Small Business,UG,Male,3,Executive,2,Divorced,19258,0,5,623959,West,Half Yearly,2,3
7000387,3292,20,13,Third Party Partner,Salaried,Graduate,Fe male,5,Executive,2,Married,19364,0,5,533285,North,Yearly,0,4
7000388,2707,14,5,Agent,Small Business,UG,Fe male,3,Manager,3,Divorced,19335,0,7,530552,North,Half Yearly,1,2
7000389,2642,5,16,Agent,Laarge Business,Engineer,Male,4,Manager,5,Single,20326,0,3,414854,West,Yearly,2,3
7000390,2376,2,,Agent,Salaried,Graduate,Fe male,1,Executive,2,Single,18280,0,1,468151,North,Monthly,3,2
7000391,5121,26,15,Agent,Small Business,Under Graduate,Female,3,Manager,5,Married,20485,1,6,635035,North,Half Yearly,4,3
7000392,3095,12,19,Third Party Partner,Small Business,Diploma,Male,3,Manager,2,Divorced,19342,0,2,328040,West,Half Yearly,1,3
7000393,2312,2,2,Agent,Salaried,Graduate,Fe male,3,Executive,5,Married,17782,1,1,242724,West,Half Yearly,3,3
7000394,4406,26,13,Third Party Partner,Salaried,Graduate,Female,1,Manager,5,Single,20980,1,1,740174,North,Monthly,12,2
7000395,2132,2,13,Agent,Small Business,UG,Fe male,4,Executive,5,Single,19381,0,1,247302,West,Yearly,3,2
7000396,4217,,4,Agent,Salaried,Graduate,Fe male,3,Executive,2,Divorced,17572,0,3,438597,North,Half Yearly,2,3
7000397,4520,9,18,Agent,Salaried,Graduate,Male,5,Executive,3,Divorced,18833,0,3,885904,West,Yearly,2,4
7000398,4426,4,13,Third Party Partner,Small Business,UG,Fe male,1,Manager,4,Divorced,19244,0,1,531134,West,Monthly,7,3
